step,time_s,nav_mode,raw_ps0,raw_ps7,raw_ps1,raw_ps6,raw_ps2,raw_ps5,dist_raw_front_R,dist_raw_front_L,dist_raw_front_avg,dist_filtered_front_R,dist_filtered_front_L,dist_filtered_avg,dist_diag_R,dist_diag_L,dist_lat_R,dist_lat_L,encoder_left,encoder_right,delta_left,delta_right,delta_advance,kalman_prediction,kalman_estimate,kalman_gain,kalman_P,decision_distance,action,vel_left,vel_right
11,0.704,filtered,68.16,73.45,66.61,67.11,60.34,67.0,0.059469,0.057652,0.058561,0.071231,0.070979,0.071105,0.060021,0.05984,0.12,0.059882,2.0347,2.1164,0.18212,0.18212,0.003733,0.068709,0.069568,0.358278,0.00017914,0.071105,FORWARD_CURVE_R,2.8,2.8
12,0.768,filtered,66.62,68.49,68.68,67.58,62.18,72.36,0.060017,0.059351,0.059684,0.07155,0.071257,0.071404,0.059284,0.059674,0.12,0.058019,2.2106,2.2922,0.17584,0.17584,0.003605,0.065963,0.067912,0.358266,0.00017913,0.071404,FORWARD_CURVE_R,2.79,2.79
13,0.832,filtered,69.81,69.76,65.17,70.73,66.02,70.97,0.05889,0.058906,0.058898,0.071573,0.071189,0.071381,0.060545,0.058571,0.060232,0.058491,2.3927,2.4743,0.18212,0.18212,0.003733,0.064179,0.066759,0.358261,0.00017913,0.071381,FORWARD_CURVE_R,2.77,2.81
14,0.896,filtered,67.51,65.36,67.67,71.32,69.3,68.28,0.059698,0.060474,0.060086,0.059513,0.059284,0.059398,0.05964,0.05837,0.059068,0.059423,2.5685,2.6502,0.17584,0.17584,0.003605,0.063154,0.061809,0.358259,0.00017913,0.059398,TURN_RIGHT,1.8,-1.8
15,0.96,filtered,72.06,63.58,73.66,67.63,67.12,62.73,0.058121,0.12,0.08906,0.059239,0.071276,0.065258,0.057585,0.059656,0.059836,0.12,2.6816,2.5371,0.11304,-0.11304,0.0,0.061809,0.063044,0.358258,0.00017913,0.065258,TURN_RIGHT,1.8,-1.8
16,1.024,filtered,61.21,67.35,66.11,70.84,69.33,69.81,0.12,0.059756,0.089878,0.071345,0.071697,0.071521,0.060202,0.058535,0.059055,0.058889,2.8009,2.4241,0.11932,-0.11304,6.4e-05,0.06298,0.06604,0.358258,0.00017913,0.071521,TURN_RIGHT,1.8,-1.8
17,1.088,filtered,62.1,67.01,67.03,67.9,63.98,69.31,0.12,0.059878,0.089939,0.083342,0.071803,0.077572,0.05987,0.059558,0.12,0.059064,2.9139,2.3048,0.11304,-0.11932,-6.4e-05,0.066104,0.070213,0.358258,0.00017913,0.077572,TURN_RIGHT,1.8,-1.8
18,1.152,filtered,67.69,64.66,68.85,66.11,67.94,66.03,0.059635,0.12,0.089818,0.083491,0.084022,0.083756,0.059226,0.060202,0.059547,0.06023,3.027,2.1917,0.11304,-0.11304,0.0,0.070213,0.075065,0.358258,0.00017913,0.083756,TURN_RIGHT,1.8,-1.8
19,1.216,filtered,63.68,70.42,66.65,66.86,65.77,69.96,0.12,0.058679,0.08934,0.095551,0.083663,0.089607,0.060005,0.059931,0.060324,0.058838,3.1463,2.0787,0.11932,-0.11304,6.4e-05,0.075,0.080233,0.358258,0.00017913,0.089607,TURN_RIGHT,1.8,-1.8
20,1.28,filtered,67.99,65.16,72.49,64.4,62.88,57.99,0.059529,0.060548,0.060038,0.095833,0.071772,0.083803,0.057974,0.12,0.12,0.12,3.2593,1.9594,0.11304,-0.11932,-6.4e-05,0.080298,0.081553,0.358258,0.00017913,0.083803,TURN_RIGHT,1.8,-1.8
21,1.344,filtered,67.52,68.81,63.62,65.9,68.0,66.48,0.059694,0.05924,0.059467,0.083772,0.071669,0.07772,0.12,0.060277,0.059523,0.060067,3.3724,1.8463,0.11304,-0.11304,-0.0,0.081553,0.08018,0.358258,0.00017913,0.07772,TURN_RIGHT,1.8,-1.8
22,1.408,filtered,63.59,71.37,70.76,66.86,62.48,70.07,0.12,0.058353,0.089176,0.083772,0.071364,0.077568,0.05856,0.059932,0.12,0.058798,3.4917,1.7333,0.11932,-0.11304,6.4e-05,0.080116,0.079203,0.358258,0.00017913,0.077568,TURN_RIGHT,1.8,-1.8
23,1.472,filtered,70.3,59.78,68.11,63.19,72.25,63.79,0.058719,0.12,0.089359,0.083588,0.071364,0.077476,0.059485,0.12,0.058057,0.12,3.6047,1.614,0.11304,-0.11932,-6.4e-05,0.079267,0.078626,0.358258,0.00017913,0.077476,FORWARD_CURVE_L,4.0,2.79
24,1.536,filtered,61.14,67.01,71.63,71.64,66.47,64.54,0.12,0.059878,0.089939,0.083588,0.071604,0.077596,0.058266,0.058261,0.060072,0.12,3.8622,1.7961,0.25748,0.18212,0.004506,0.07412,0.075365,0.358258,0.00017913,0.077596,FORWARD_CURVE_R,2.77,2.77
25,1.6,filtered,61.6,71.0,66.83,67.28,70.12,69.85,0.12,0.058479,0.08924,0.095683,0.07119,0.083436,0.059941,0.05978,0.058784,0.058876,4.038,1.9719,0.17584,0.17584,0.003605,0.07176,0.075943,0.358258,0.00017913,0.083436,FORWARD_CURVE_R,2.8,2.8
26,1.664,filtered,71.0,64.19,66.98,64.52,69.05,68.79,0.058479,0.12,0.089239,0.09544,0.083342,0.089391,0.059889,0.12,0.059154,0.059247,4.2139,2.1478,0.17584,0.17584,0.003605,0.072339,0.078448,0.358258,0.00017913,0.089391,FORWARD_CURVE_L,4.0,2.8
27,1.728,filtered,66.05,61.03,69.52,68.43,64.08,64.0,0.060223,0.12,0.090112,0.083484,0.095671,0.089578,0.05899,0.05937,0.12,0.12,4.4714,2.3299,0.25748,0.18212,0.004506,0.073942,0.079543,0.358258,0.00017913,0.089578,FORWARD_CURVE_R,2.79,2.78
28,1.792,filtered,68.19,77.66,62.74,102.38,64.71,69.33,0.059455,0.056287,0.057871,0.083631,0.082929,0.08328,0.12,0.049411,0.12,0.059056,4.6472,2.5057,0.17584,0.17584,0.003605,0.075939,0.078569,0.358258,0.00017913,0.08328,FORWARD_CURVE_R,2.59,4.0
29,1.856,filtered,67.39,71.83,69.15,122.22,68.03,75.06,0.059741,0.058197,0.058969,0.07158,0.082593,0.077086,0.059121,0.045,0.059513,0.057123,4.8168,2.7632,0.16956,0.25748,0.004377,0.074192,0.075229,0.358258,0.00017913,0.077086,FORWARD_CURVE_R,2.5,2.78
30,1.92,filtered,70.06,106.28,68.46,147.21,68.11,65.85,0.058803,0.048479,0.053641,0.05934,0.080593,0.069966,0.059361,0.040452,0.059486,0.060296,4.9738,2.939,0.157,0.17584,0.003412,0.071817,0.071154,0.358258,0.00017913,0.069966,FORWARD_CURVE_R,2.41,2.79
31,1.984,filtered,68.27,130.57,63.98,198.44,64.98,60.44,0.05943,0.043372,0.051401,0.05953,0.065267,0.062399,0.12,0.033508,0.12,0.12,5.1308,3.1149,0.157,0.17584,0.003412,0.067742,0.065828,0.358258,0.00017913,0.062399,FORWARD_CURVE_R,2.27,4.0
32,2.048,filtered,61.08,166.32,64.82,314.76,68.83,70.53,0.12,0.037549,0.078775,0.071486,0.048777,0.060131,0.12,0.02411,0.05923,0.05864,5.2752,3.3724,0.14444,0.25748,0.00412,0.061708,0.061143,0.358258,0.00017913,0.060131,FORWARD_CURVE_R,2.08,4.0
33,2.112,filtered,67.84,348.54,64.96,594.57,66.54,65.15,0.05958,0.022295,0.040937,0.071511,0.041978,0.056744,0.12,0.014397,0.060047,0.060552,5.4071,3.6298,0.13188,0.25748,0.003991,0.057152,0.057006,0.358258,0.00017913,0.056744,TURN_RIGHT,1.8,-1.8
34,2.176,filtered,66.71,224.84,69.58,574.72,68.46,63.89,0.059986,0.030784,0.045385,0.07156,0.036496,0.054028,0.05897,0.014821,0.059362,0.12,5.5201,3.5168,0.11304,-0.11304,0.0,0.057006,0.055939,0.358258,0.00017913,0.054028,TURN_RIGHT,1.8,-1.8
35,2.24,filtered,63.93,184.24,67.55,632.96,65.59,57.56,0.12,0.035181,0.077591,0.083799,0.033836,0.058818,0.059685,0.013643,0.060391,0.12,5.6394,3.3975,0.11932,-0.11932,-0.0,0.055939,0.05697,0.358258,0.00017913,0.058818,TURN_RIGHT,1.8,-1.8
36,2.304,filtered,68.88,152.76,67.97,653.42,59.92,91.8,0.059212,0.039564,0.049388,0.083756,0.033075,0.058415,0.059535,0.013273,0.12,0.052138,5.7525,3.2844,0.11304,-0.11304,0.0,0.05697,0.057488,0.358258,0.00017913,0.058415,TURN_RIGHT,1.8,-1.8
37,2.368,filtered,64.86,116.69,64.38,603.58,73.34,112.19,0.12,0.046148,0.083074,0.083756,0.034794,0.059275,0.12,0.014213,0.057691,0.047128,5.8655,3.1714,0.11304,-0.11304,-0.0,0.057488,0.058128,0.358258,0.00017913,0.059275,TURN_RIGHT,1.8,-1.8
38,2.432,filtered,69.43,105.21,64.22,539.38,62.06,153.26,0.05902,0.048731,0.053875,0.083644,0.040082,0.061863,0.12,0.01564,0.12,0.039486,5.9848,3.0521,0.11932,-0.11932,0.0,0.058128,0.059466,0.358258,0.00017913,0.061863,TURN_RIGHT,1.8,-1.8
39,2.496,filtered,67.13,67.77,69.09,395.74,64.7,170.79,0.059833,0.059606,0.05972,0.083613,0.045846,0.06473,0.05914,0.020172,0.12,0.036929,6.0979,2.939,0.11304,-0.11304,-0.0,0.059466,0.061352,0.358258,0.00017913,0.06473,TURN_RIGHT,1.8,-1.8
40,2.56,filtered,60.62,61.12,66.95,334.37,59.57,233.23,0.12,0.12,0.12,0.083613,0.06281,0.073211,0.059899,0.023022,0.12,0.030009,6.2109,2.826,0.11304,-0.11304,0.0,0.061352,0.065601,0.358258,0.00017913,0.073211,TURN_RIGHT,1.8,-1.8
41,2.624,filtered,64.77,66.51,65.54,271.18,69.66,255.42,0.12,0.060056,0.090028,0.095771,0.066908,0.081339,0.060408,0.026941,0.058941,0.028136,6.3302,2.7067,0.11932,-0.11932,0.0,0.065601,0.071239,0.358258,0.00017913,0.081339,TURN_RIGHT,1.8,-1.8
42,2.688,filtered,70.29,68.58,68.81,193.9,69.93,303.41,0.058723,0.059319,0.059021,0.083515,0.069542,0.076529,0.059239,0.034025,0.058847,0.024788,6.4433,2.5936,0.11304,-0.11304,0.0,0.071239,0.073134,0.358258,0.00017913,0.076529,FORWARD_CURVE_R,2.28,2.78
43,2.752,filtered,65.15,70.82,66.65,284.59,66.79,315.03,0.060551,0.058541,0.059546,0.083821,0.071504,0.077663,0.060005,0.026002,0.059956,0.024094,6.5877,2.7695,0.14444,0.17584,0.003283,0.069851,0.07265,0.358258,0.00017913,0.077663,FORWARD_CURVE_R,2.12,2.8
44,2.816,filtered,68.35,67.05,68.66,241.96,58.75,323.95,0.059402,0.059862,0.059632,0.083735,0.071555,0.077645,0.05929,0.029243,0.12,0.023588,6.7259,2.9516,0.13816,0.18212,0.003283,0.069367,0.072333,0.358258,0.00017913,0.077645,FORWARD_CURVE_R,2.18,2.79
45,2.88,filtered,68.63,66.73,66.8,264.93,67.8,316.87,0.0593,0.059976,0.059638,0.071595,0.059551,0.065573,0.059951,0.027402,0.059595,0.023988,6.864,3.1274,0.13816,0.17584,0.003219,0.069114,0.067846,0.358258,0.00017913,0.065573,FORWARD_CURVE_R,2.15,2.8
46,2.944,filtered,65.14,64.69,68.09,252.64,67.19,300.36,0.060556,0.12,0.090278,0.059706,0.071539,0.065623,0.059492,0.028357,0.059812,0.024978,7.0022,3.3096,0.13816,0.18212,0.003283,0.064563,0.064942,0.358258,0.00017913,0.065623,FORWARD_CURVE_R,2.17,2.79
47,3.008,filtered,62.49,66.95,67.82,300.91,69.41,265.63,0.12,0.059899,0.08995,0.071962,0.071655,0.071809,0.059587,0.024943,0.059028,0.02735,7.1404,3.4854,0.13816,0.17584,0.003219,0.061724,0.065337,0.358258,0.00017913,0.071809,FORWARD_CURVE_R,2.1,2.79
48,3.072,filtered,65.99,70.22,60.02,306.04,64.69,276.21,0.060243,0.058746,0.059495,0.0719,0.071697,0.071798,0.12,0.024628,0.12,0.026581,7.2785,3.6612,0.13816,0.17584,0.003219,0.062118,0.065586,0.358258,0.00017913,0.071798,FORWARD_CURVE_R,2.09,4.0
49,3.136,filtered,67.61,66.01,68.89,348.69,76.03,257.82,0.059662,0.060239,0.059951,0.071952,0.071772,0.071862,0.059212,0.022287,0.056809,0.027947,7.4104,3.9187,0.13188,0.25748,0.003991,0.061595,0.065274,0.358258,0.00017913,0.071862,FORWARD_CURVE_R,2.05,2.78
50,3.2,filtered,71.37,65.08,70.46,374.1,64.84,243.15,0.058352,0.060577,0.059465,0.071763,0.071892,0.071827,0.058664,0.021092,0.12,0.029142,7.5423,4.1008,0.13188,0.18212,0.003218,0.062055,0.065556,0.358258,0.00017913,0.071827,FORWARD_CURVE_R,2.02,2.77
51,3.264,filtered,61.15,63.08,70.03,411.14,67.08,230.96,0.12,0.12,0.12,0.083651,0.071892,0.077772,0.058813,0.019564,0.059852,0.030215,7.6679,4.2767,0.1256,0.17584,0.00309,0.062466,0.06795,0.358258,0.00017913,0.077772,FORWARD_CURVE_R,1.99,2.78
52,3.328,filtered,70.21,67.11,69.22,443.82,61.74,226.51,0.058752,0.059841,0.059297,0.071402,0.071881,0.071641,0.059094,0.018388,0.12,0.030626,7.7998,4.4525,0.13188,0.17584,0.003154,0.064796,0.067248,0.358258,0.00017913,0.071641,FORWARD_CURVE_R,1.97,2.78
53,3.392,filtered,69.14,71.52,67.94,435.7,67.89,207.26,0.059124,0.058304,0.058714,0.071178,0.071792,0.071485,0.059545,0.018667,0.059563,0.032545,7.9254,4.6284,0.1256,0.17584,0.00309,0.064158,0.066783,0.358258,0.00017913,0.071485,FORWARD_CURVE_R,1.97,2.79
54,3.456,filtered,60.9,67.04,62.42,499.44,64.31,202.35,0.12,0.059867,0.089934,0.083246,0.071718,0.077482,0.12,0.016682,0.12,0.033074,8.051,4.8105,0.1256,0.18212,0.003154,0.063629,0.068592,0.358258,0.00017913,0.077482,FORWARD_CURVE_R,1.93,4.0
55,3.52,filtered,72.45,62.88,63.65,578.63,69.88,171.33,0.057987,0.12,0.088993,0.083173,0.083602,0.083388,0.12,0.014735,0.058863,0.036856,8.1703,5.0617,0.11932,0.2512,0.003798,0.064794,0.071455,0.358258,0.00017913,0.083388,FORWARD_CURVE_R,1.89,4.0
56,3.584,filtered,68.74,65.57,70.76,774.34,63.95,136.32,0.059264,0.060396,0.05983,0.071025,0.071682,0.071354,0.058562,0.011437,0.12,0.042315,8.2959,5.3192,0.1256,0.25748,0.003927,0.067529,0.068899,0.358258,0.00017913,0.071354,FORWARD_CURVE_R,1.83,2.77
57,3.648,filtered,60.29,66.63,65.24,875.36,66.92,123.37,0.12,0.060013,0.090006,0.083275,0.071716,0.077496,0.060517,0.010253,0.059907,0.044768,8.4089,5.495,0.11304,0.17584,0.002961,0.065938,0.070079,0.358258,0.00017913,0.077496,FORWARD_CURVE_R,1.81,2.81
58,3.712,filtered,75.43,71.96,70.95,875.7,62.29,127.65,0.057003,0.058153,0.057578,0.082851,0.071686,0.077268,0.058497,0.010249,0.12,0.043927,8.5282,5.6771,0.11932,0.18212,0.00309,0.066989,0.070672,0.358258,0.00017913,0.077268,FORWARD_CURVE_R,1.8,2.77
59,3.776,filtered,60.27,71.34,64.94,935.35,68.2,112.15,0.12,0.058365,0.089182,0.082851,0.071385,0.077118,0.12,0.009659,0.059451,0.047136,8.6413,5.853,0.11304,0.17584,0.002961,0.067711,0.071081,0.358258,0.00017913,0.077118,FORWARD_CURVE_R,1.79,4.0
60,3.84,filtered,61.89,74.62,66.83,66.42,66.74,103.42,0.12,0.057268,0.088634,0.095254,0.058839,0.077046,0.059941,0.060087,0.059974,0.04916,8.7543,6.1104,0.11304,0.25748,0.003798,0.067283,0.070781,0.358258,0.00017913,0.077046,FORWARD_CURVE_R,2.8,2.8
61,3.904,filtered,70.77,72.24,91.67,73.21,66.75,124.41,0.05856,0.05806,0.05831,0.095113,0.058372,0.076742,0.052173,0.057732,0.059969,0.044561,8.9364,6.2926,0.18212,0.18212,0.003733,0.067047,0.070521,0.358258,0.00017913,0.076742,FORWARD_CURVE_R,2.75,2.64
62,3.968,filtered,60.78,69.71,104.51,65.12,73.23,101.75,0.12,0.058924,0.089462,0.095113,0.058154,0.076633,0.048898,0.060563,0.057728,0.049567,9.1123,6.4558,0.17584,0.16328,0.003476,0.067045,0.07048,0.358258,0.00017913,0.076633,FORWARD_CURVE_R,2.81,2.58
63,4.032,filtered,92.98,60.85,137.62,60.77,67.36,106.16,0.051819,0.12,0.08591,0.094076,0.070523,0.0823,0.042084,0.12,0.059752,0.048505,9.2944,6.6254,0.18212,0.16956,0.003605,0.066875,0.072401,0.358258,0.00017913,0.0823,FORWARD_CURVE_L,4.0,2.44
64,4.096,filtered,131.0,69.96,205.65,69.37,70.15,127.87,0.043291,0.058836,0.051063,0.078734,0.070618,0.074676,0.032717,0.059043,0.058773,0.043885,9.5456,6.7761,0.2512,0.15072,0.00412,0.068281,0.070572,0.358258,0.00017913,0.074676,FORWARD_CURVE_R,2.78,2.25
65,4.16,filtered,210.51,68.18,309.19,70.93,66.08,146.4,0.032205,0.05946,0.045833,0.061175,0.071056,0.066116,0.024439,0.058503,0.060212,0.040585,9.7277,6.9206,0.18212,0.14444,0.003347,0.067225,0.066827,0.358258,0.00017913,0.066116,FORWARD_CURVE_R,2.77,2.09
66,4.224,filtered,351.84,75.63,518.3,66.53,71.64,186.41,0.022132,0.056937,0.039535,0.053889,0.070831,0.06236,0.016173,0.06005,0.058261,0.034915,9.9036,7.0587,0.17584,0.13816,0.003219,0.063609,0.063162,0.358258,0.00017913,0.06236,FORWARD_CURVE_R,2.8,1.92
67,4.288,filtered,360.53,66.8,632.36,68.07,69.95,199.34,0.021714,0.059952,0.040833,0.034232,0.071037,0.052635,0.013654,0.059498,0.058842,0.033407,10.0794,7.178,0.17584,0.11932,0.003025,0.060136,0.057449,0.358258,0.00017913,0.052635,TURN_LEFT,-1.8,1.8
68,4.352,filtered,266.41,70.03,895.35,70.63,71.96,137.02,0.027292,0.058814,0.043053,0.029327,0.0588,0.044063,0.010047,0.058606,0.058154,0.042191,9.9664,7.2974,-0.11304,0.11932,6.4e-05,0.057384,0.052612,0.358258,0.00017913,0.044063,TURN_LEFT,-1.8,1.8
69,4.416,filtered,191.12,74.72,1002.34,63.58,69.78,107.7,0.03435,0.057235,0.045793,0.027538,0.05848,0.043009,0.009072,0.12,0.058899,0.048147,9.8533,7.4104,-0.11304,0.11304,0.0,0.052612,0.049172,0.358258,0.00017913,0.043009,TURN_LEFT,-1.8,1.8
70,4.48,filtered,60.36,69.1,997.78,66.47,110.39,70.68,0.12,0.059135,0.089568,0.045097,0.058415,0.051756,0.009109,0.060071,0.047532,0.05859,9.734,7.5234,-0.11932,0.11304,-6.4e-05,0.049236,0.050139,0.358258,0.00017913,0.051756,TURN_LEFT,-1.8,1.8
71,4.544,filtered,68.36,71.53,830.16,58.09,137.03,70.66,0.059396,0.058299,0.058848,0.05255,0.058687,0.055619,0.010751,0.12,0.042188,0.058597,9.621,7.6428,-0.11304,0.11932,6.4e-05,0.050075,0.052061,0.358258,0.00017913,0.055619,TURN_LEFT,-1.8,1.8
72,4.608,filtered,68.73,62.58,638.78,61.84,175.53,68.47,0.059268,0.12,0.089634,0.060061,0.070697,0.065379,0.013536,0.12,0.036294,0.059356,9.5079,7.7558,-0.11304,0.11304,0.0,0.052061,0.056832,0.358258,0.00017913,0.065379,TURN_LEFT,-1.8,1.8
73,4.672,filtered,68.56,71.31,442.23,238.58,202.65,67.16,0.059326,0.058373,0.058849,0.066468,0.070608,0.068538,0.018442,0.029535,0.033041,0.059825,9.3886,7.8688,-0.11932,0.11304,-6.4e-05,0.056896,0.061067,0.358258,0.00017913,0.068538,TURN_LEFT,-1.8,1.8
74,4.736,filtered,65.26,68.44,371.46,674.12,232.94,68.14,0.06051,0.059369,0.059939,0.0717,0.071035,0.071368,0.021211,0.012918,0.030036,0.059475,9.2756,7.9882,-0.11304,0.11932,6.4e-05,0.061003,0.064716,0.358258,0.00017913,0.071368,TURN_LEFT,-1.8,1.8
75,4.8,filtered,64.81,64.71,306.91,360.47,288.27,69.91,0.12,0.12,0.12,0.0717,0.083208,0.077454,0.024575,0.021717,0.025755,0.058856,9.1625,8.1012,-0.11304,0.11304,0.0,0.064716,0.06928,0.358258,0.00017913,0.077454,TURN_LEFT,-1.8,1.8
76,4.864,filtered,69.04,65.31,64.44,256.43,322.31,67.52,0.059158,0.060493,0.059825,0.071652,0.083647,0.07765,0.12,0.028056,0.023679,0.059696,9.0432,8.2142,-0.11932,0.11304,-6.4e-05,0.069344,0.072319,0.358258,0.00017913,0.07765,FORWARD_CURVE_R,2.16,4.0
77,4.928,filtered,67.77,66.16,64.19,297.76,341.76,64.13,0.059605,0.060182,0.059893,0.07172,0.071683,0.071702,0.12,0.025141,0.022637,0.12,9.1814,8.4717,0.13816,0.25748,0.004055,0.068264,0.069496,0.358258,0.00017913,0.071702,FORWARD_CURVE_R,2.1,4.0
78,4.992,filtered,65.48,70.79,67.13,300.16,339.12,70.92,0.060429,0.058551,0.05949,0.07194,0.071719,0.07183,0.059834,0.02499,0.022773,0.058507,9.3195,8.7292,0.13816,0.25748,0.004055,0.06544,0.067729,0.358258,0.00017913,0.07183,FORWARD_CURVE_R,2.1,2.8
79,5.056,filtered,70.6,65.6,71.69,275.43,342.99,72.15,0.058617,0.060386,0.059502,0.071562,0.071922,0.071742,0.058243,0.026636,0.022574,0.058088,9.4514,8.905,0.13188,0.17584,0.003154,0.064575,0.067143,0.358258,0.00017913,0.071742,FORWARD_CURVE_R,2.13,2.76
80,5.12,filtered,64.23,71.12,60.94,280.16,342.74,63.3,0.12,0.058439,0.08922,0.071562,0.05961,0.065586,0.12,0.026305,0.022587,0.12,9.5896,9.0809,0.13816,0.17584,0.003219,0.063924,0.06452,0.358258,0.00017913,0.065586,FORWARD_CURVE_R,2.13,4.0
81,5.184,filtered,59.83,69.14,65.22,270.91,338.54,67.25,0.12,0.059124,0.089562,0.08373,0.059336,0.071533,0.060527,0.026961,0.022803,0.05979,9.7277,9.3384,0.13816,0.25748,0.004055,0.060464,0.06443,0.358258,0.00017913,0.071533,FORWARD_CURVE_R,2.14,2.81
82,5.248,filtered,65.78,71.93,67.63,279.95,344.37,70.1,0.060323,0.058165,0.059244,0.083874,0.058933,0.071403,0.059657,0.02632,0.022504,0.05879,9.8596,9.5205,0.13188,0.18212,0.003219,0.061211,0.064863,0.358258,0.00017913,0.071403,FORWARD_CURVE_R,2.13,2.79
83,5.312,filtered,69.29,70.3,67.83,267.82,322.13,74.53,0.05907,0.058719,0.058894,0.083602,0.058966,0.071284,0.059585,0.027187,0.023689,0.057298,9.9978,9.6963,0.13816,0.17584,0.003219,0.061644,0.065098,0.358258,0.00017913,0.071284,FORWARD_CURVE_R,2.14,2.79
84,5.376,filtered,67.94,69.75,63.87,267.26,327.29,67.27,0.059547,0.058911,0.059229,0.083788,0.058671,0.07123,0.12,0.027229,0.023403,0.059783,10.1359,9.8784,0.13816,0.18212,0.003283,0.061815,0.065188,0.358258,0.00017913,0.07123,FORWARD_CURVE_R,2.14,4.0
85,5.44,filtered,62.88,70.98,63.76,261.09,317.47,69.21,0.12,0.058485,0.089243,0.083788,0.058681,0.071234,0.12,0.027694,0.023954,0.059099,10.2741,10.1296,0.13816,0.2512,0.003991,0.061197,0.064793,0.358258,0.00017913,0.071234,FORWARD_CURVE_R,2.15,4.0
86,5.504,filtered,63.31,66.83,62.74,266.21,321.04,70.18,0.12,0.059941,0.089971,0.083788,0.058844,0.071316,0.12,0.027307,0.023751,0.058761,10.4122,10.3871,0.13816,0.25748,0.004055,0.060738,0.064527,0.358258,0.00017913,0.071316,FORWARD_CURVE_R,2.15,4.0
