step,time_s,nav_mode,raw_ps0,raw_ps7,raw_ps1,raw_ps6,raw_ps2,raw_ps5,dist_raw_front_R,dist_raw_front_L,dist_raw_front_avg,dist_filtered_front_R,dist_filtered_front_L,dist_filtered_avg,dist_diag_R,dist_diag_L,dist_lat_R,dist_lat_L,encoder_left,encoder_right,delta_left,delta_right,delta_advance,kalman_prediction,kalman_estimate,kalman_gain,kalman_P,decision_distance,action,vel_left,vel_right
31,1.984,raw,68.27,71.62,63.98,65.41,64.98,60.44,0.05943,0.058268,0.058849,0.05953,0.070478,0.065004,0.12,0.060456,0.12,0.12,-2.6062,3.7492,-0.11932,0.11304,-6.4e-05,0.078088,0.0734,0.358258,0.00017913,0.058849,TURN_LEFT,-1.8,1.8
32,2.048,raw,61.08,62.7,64.82,71.23,68.83,70.53,0.12,0.12,0.12,0.071486,0.070478,0.070982,0.12,0.0584,0.05923,0.05864,-2.7192,3.8685,-0.11304,0.11932,6.4e-05,0.073336,0.072492,0.358258,0.00017913,0.12,TURN_LEFT,-1.8,1.8
33,2.112,raw,67.84,70.9,64.96,67.49,66.54,65.15,0.05958,0.058515,0.059047,0.071511,0.070923,0.071217,0.12,0.059706,0.060047,0.060552,-2.8323,3.9815,-0.11304,0.11304,0.0,0.072492,0.072035,0.358258,0.00017913,0.059047,TURN_LEFT,-1.8,1.8
34,2.176,raw,66.71,68.11,69.58,70.21,68.46,63.89,0.059986,0.059486,0.059736,0.07156,0.071181,0.07137,0.05897,0.05875,0.059362,0.12,-2.9516,4.0946,-0.11932,0.11304,-6.4e-05,0.0721,0.071838,0.358258,0.00017913,0.059736,TURN_LEFT,-1.8,1.8
35,2.24,raw,63.93,72.8,67.55,71.67,65.59,57.56,0.12,0.057872,0.088936,0.083799,0.070828,0.077314,0.059685,0.058252,0.060391,0.12,-3.0646,4.2139,-0.11304,0.11932,6.4e-05,0.071774,0.073759,0.358258,0.00017913,0.088936,TURN_LEFT,-1.8,1.8
36,2.304,raw,68.88,62.98,67.97,71.87,59.92,61.94,0.059212,0.12,0.089606,0.083756,0.083175,0.083465,0.059535,0.058184,0.12,0.12,-3.1777,4.3269,-0.11304,0.11304,0.0,0.073759,0.077236,0.358258,0.00017913,0.089606,TURN_LEFT,-1.8,1.8
37,2.368,raw,64.86,68.42,64.38,69.73,73.34,62.84,0.12,0.059376,0.089688,0.083756,0.07105,0.077403,0.12,0.058917,0.057691,0.12,-3.297,4.44,-0.11932,0.11304,-6.4e-05,0.0773,0.077337,0.358258,0.00017913,0.089688,TURN_LEFT,-1.8,1.8
38,2.432,raw,69.43,67.71,64.22,68.68,62.06,75.59,0.05902,0.059625,0.059323,0.083644,0.071272,0.077458,0.12,0.059283,0.12,0.056951,-3.41,4.5593,-0.11304,0.11932,6.4e-05,0.077273,0.077339,0.358258,0.00017913,0.059323,TURN_LEFT,-1.8,1.8
39,2.496,raw,67.13,67.77,69.09,75.48,64.7,62.99,0.059833,0.059606,0.05972,0.083613,0.071296,0.077455,0.05914,0.056986,0.12,0.12,-3.5231,4.6723,-0.11304,0.11304,-0.0,0.077339,0.07738,0.358258,0.00017913,0.05972,TURN_RIGHT,1.8,-1.8
40,2.56,raw,60.62,61.12,66.95,69.95,59.57,76.04,0.12,0.12,0.12,0.083613,0.083722,0.083667,0.059899,0.058841,0.12,0.056805,-3.41,4.5593,0.11304,-0.11304,0.0,0.07738,0.079633,0.358258,0.00017913,0.12,TURN_RIGHT,1.8,-1.8
41,2.624,raw,64.77,66.51,65.54,69.99,69.66,64.48,0.12,0.060056,0.090028,0.095771,0.071733,0.083752,0.060408,0.058826,0.058941,0.12,-3.297,4.44,0.11304,-0.11932,-6.4e-05,0.079697,0.08115,0.358258,0.00017913,0.090028,TURN_RIGHT,1.8,-1.8
42,2.688,raw,70.29,68.58,68.81,67.06,69.93,69.74,0.058723,0.059319,0.059021,0.083515,0.071721,0.077618,0.059239,0.05986,0.058847,0.058915,-3.1777,4.3269,0.11932,-0.11304,6.4e-05,0.081085,0.079843,0.358258,0.00017913,0.059021,TURN_RIGHT,1.8,-1.8
43,2.752,raw,65.15,70.82,66.65,70.27,66.79,69.94,0.060551,0.058541,0.059546,0.083821,0.071504,0.077663,0.060005,0.05873,0.059956,0.058844,-3.0646,4.2139,0.11304,-0.11304,-0.0,0.079843,0.079062,0.358258,0.00017913,0.059546,TURN_RIGHT,1.8,-1.8
44,2.816,raw,68.35,67.05,68.66,70.22,58.75,56.09,0.059402,0.059862,0.059632,0.083735,0.071555,0.077645,0.05929,0.058749,0.12,0.12,-2.9516,4.0946,0.11304,-0.11932,-6.4e-05,0.079126,0.078596,0.358258,0.00017913,0.059632,TURN_RIGHT,1.8,-1.8
45,2.88,raw,68.63,66.73,66.8,71.66,67.8,66.71,0.0593,0.059976,0.059638,0.071595,0.059551,0.065573,0.059951,0.058256,0.059595,0.059985,-2.8323,3.9815,0.11932,-0.11304,6.4e-05,0.078531,0.073889,0.358258,0.00017913,0.059638,TURN_RIGHT,1.8,-1.8
46,2.944,raw,65.14,64.69,68.09,63.7,67.19,66.59,0.060556,0.12,0.090278,0.059706,0.071539,0.065623,0.059492,0.12,0.059812,0.060027,-2.7192,3.8685,0.11304,-0.11304,-0.0,0.073889,0.070928,0.358258,0.00017913,0.090278,TURN_RIGHT,1.8,-1.8
47,3.008,raw,62.49,66.95,67.82,70.82,69.41,63.9,0.12,0.059899,0.08995,0.071962,0.071655,0.071809,0.059587,0.058542,0.059028,0.12,-2.6062,3.7492,0.11304,-0.11932,-6.4e-05,0.070992,0.071285,0.358258,0.00017913,0.08995,TURN_RIGHT,1.8,-1.8
48,3.072,raw,65.99,70.22,60.02,72.85,64.69,68.81,0.060243,0.058746,0.059495,0.0719,0.071697,0.071798,0.12,0.057854,0.12,0.059238,-2.4869,3.6361,0.11932,-0.11304,6.4e-05,0.07122,0.071427,0.358258,0.00017913,0.059495,TURN_RIGHT,1.8,-1.8
49,3.136,raw,67.61,66.01,68.89,67.94,76.03,64.03,0.059662,0.060239,0.059951,0.071952,0.071772,0.071862,0.059212,0.059546,0.056809,0.12,-2.3738,3.5231,0.11304,-0.11304,0.0,0.071427,0.071583,0.358258,0.00017913,0.059951,TURN_RIGHT,1.8,-1.8
50,3.2,raw,71.37,65.08,70.46,73.2,64.84,69.04,0.058352,0.060577,0.059465,0.071763,0.071892,0.071827,0.058664,0.057738,0.12,0.059157,-2.2608,3.41,0.11304,-0.11304,-0.0,0.071583,0.071671,0.358258,0.00017913,0.059465,TURN_RIGHT,1.8,-1.8
51,3.264,raw,61.15,63.08,70.03,71.14,67.08,71.64,0.12,0.12,0.12,0.083651,0.071892,0.077772,0.058813,0.058432,0.059852,0.058261,-2.1415,3.2907,0.11932,-0.11932,0.0,0.071671,0.073856,0.358258,0.00017913,0.12,TURN_RIGHT,1.8,-1.8
52,3.328,raw,70.21,67.11,69.22,75.25,61.74,70.66,0.058752,0.059841,0.059297,0.071402,0.071881,0.071641,0.059094,0.057063,0.12,0.058597,-2.0284,3.1777,0.11304,-0.11304,0.0,0.073856,0.073063,0.358258,0.00017913,0.059297,TURN_RIGHT,1.8,-1.8
53,3.392,raw,69.14,71.52,67.94,64.43,67.89,68.12,0.059124,0.058304,0.058714,0.071178,0.071792,0.071485,0.059545,0.12,0.059563,0.059482,-1.9154,3.0646,0.11304,-0.11304,-0.0,0.073063,0.072498,0.358258,0.00017913,0.058714,TURN_RIGHT,1.8,-1.8
54,3.456,raw,60.9,67.04,62.42,67.88,64.31,63.22,0.12,0.059867,0.089934,0.083246,0.071718,0.077482,0.12,0.059567,0.12,0.12,-1.8024,2.9453,0.11304,-0.11932,-6.4e-05,0.072562,0.074325,0.358258,0.00017913,0.089934,TURN_RIGHT,1.8,-1.8
55,3.52,raw,72.45,62.88,63.65,71.31,69.88,67.11,0.057987,0.12,0.088993,0.083173,0.083602,0.083388,0.12,0.058373,0.058863,0.05984,-1.683,2.8323,0.11932,-0.11304,6.4e-05,0.07426,0.07753,0.358258,0.00017913,0.088993,TURN_RIGHT,1.8,-1.8
56,3.584,raw,68.74,65.57,70.76,67.71,63.95,66.32,0.059264,0.060396,0.05983,0.071025,0.071682,0.071354,0.058562,0.059626,0.12,0.060124,-1.57,2.7192,0.11304,-0.11304,0.0,0.07753,0.075317,0.358258,0.00017913,0.05983,TURN_RIGHT,1.8,-1.8
57,3.648,raw,60.29,66.63,65.24,65.73,66.92,66.32,0.12,0.060013,0.090006,0.083275,0.071716,0.077496,0.060517,0.060338,0.059907,0.060126,-1.457,2.5999,0.11304,-0.11932,-6.4e-05,0.075382,0.076139,0.358258,0.00017913,0.090006,FORWARD_CURVE_R,2.81,2.81
58,3.712,raw,75.43,71.96,70.95,70.56,62.29,72.42,0.057003,0.058153,0.057578,0.082851,0.071686,0.077268,0.058497,0.058629,0.12,0.057998,-1.2748,2.782,0.18212,0.18212,0.003733,0.072406,0.074148,0.358258,0.00017913,0.057578,TURN_RIGHT,1.8,-1.8
59,3.776,raw,60.27,71.34,64.94,66.02,68.2,65.99,0.12,0.058365,0.089182,0.082851,0.071385,0.077118,0.12,0.060235,0.059451,0.060245,-1.1618,2.669,0.11304,-0.11304,0.0,0.074148,0.075212,0.358258,0.00017913,0.089182,TURN_RIGHT,1.8,-1.8
60,3.84,raw,61.89,74.62,66.83,66.42,66.74,67.77,0.12,0.057268,0.088634,0.095254,0.058839,0.077046,0.059941,0.060087,0.059974,0.059604,-1.0488,2.5497,0.11304,-0.11932,-6.4e-05,0.075276,0.07591,0.358258,0.00017913,0.088634,TURN_RIGHT,1.8,-1.8
61,3.904,raw,70.77,72.24,61.35,73.21,66.75,72.27,0.05856,0.05806,0.05831,0.095113,0.058372,0.076742,0.12,0.057732,0.059969,0.058048,-0.9294,2.4366,0.11932,-0.11304,6.4e-05,0.075846,0.076167,0.358258,0.00017913,0.05831,TURN_RIGHT,1.8,-1.8
62,3.968,raw,60.78,69.71,61.83,65.12,73.23,62.37,0.12,0.058924,0.089462,0.095113,0.058154,0.076633,0.12,0.060563,0.057728,0.12,-0.8164,2.3236,0.11304,-0.11304,-0.0,0.076167,0.076334,0.358258,0.00017913,0.089462,TURN_RIGHT,1.8,-1.8
63,4.032,raw,67.38,60.85,65.4,60.77,67.36,65.39,0.059744,0.12,0.089872,0.095661,0.070523,0.083092,0.060461,0.12,0.059752,0.060462,-0.7034,2.2043,0.11304,-0.11932,-6.4e-05,0.076398,0.078796,0.358258,0.00017913,0.089872,TURN_RIGHT,1.8,-1.8
64,4.096,raw,66.7,69.96,69.03,69.37,70.15,68.22,0.059987,0.058836,0.059411,0.083658,0.070618,0.077138,0.059162,0.059043,0.058773,0.059447,-0.584,2.0912,0.11932,-0.11304,6.4e-05,0.078732,0.078161,0.358258,0.00017913,0.059411,TURN_RIGHT,1.8,-1.8
65,4.16,raw,67.84,68.18,71.77,70.93,66.08,69.2,0.059581,0.05946,0.059521,0.071574,0.071056,0.071315,0.058217,0.058503,0.060212,0.059102,-0.471,1.9782,0.11304,-0.11304,0.0,0.078161,0.075708,0.358258,0.00017913,0.059521,TURN_RIGHT,1.8,-1.8
66,4.224,raw,70.51,75.63,68.97,66.53,71.64,63.6,0.058648,0.056937,0.057793,0.071592,0.070831,0.071212,0.059182,0.06005,0.058261,0.12,-0.358,1.8589,0.11304,-0.11932,-6.4e-05,0.075773,0.074139,0.358258,0.00017913,0.057793,TURN_RIGHT,1.8,-1.8
67,4.288,raw,66.09,66.8,65.96,68.07,69.95,64.24,0.06021,0.059952,0.060081,0.059634,0.071037,0.065336,0.060255,0.059498,0.058842,0.12,-0.2386,1.7458,0.11932,-0.11304,6.4e-05,0.074074,0.070944,0.358258,0.00017913,0.060081,FORWARD_CURVE_R,2.79,2.81
68,4.352,raw,66.72,70.03,70.44,70.63,71.96,67.96,0.059979,0.058814,0.059397,0.059681,0.0588,0.059241,0.058672,0.058606,0.058154,0.059539,-0.0628,1.928,0.17584,0.18212,0.003669,0.067275,0.064396,0.358258,0.00017913,0.059397,TURN_LEFT,-1.8,1.8
69,4.416,raw,63.35,74.72,67.99,63.58,62.42,65.79,0.12,0.057235,0.088618,0.071684,0.05848,0.065082,0.059526,0.12,0.12,0.060318,-0.1758,2.041,-0.11304,0.11304,0.0,0.064396,0.064642,0.358258,0.00017913,0.088618,TURN_LEFT,-1.8,1.8
70,4.48,raw,60.36,69.1,68.28,66.47,65.43,70.68,0.12,0.059135,0.089568,0.083768,0.058415,0.071091,0.059426,0.060071,0.060447,0.05859,-0.2952,2.154,-0.11932,0.11304,-6.4e-05,0.064706,0.066994,0.358258,0.00017913,0.089568,TURN_LEFT,-1.8,1.8
71,4.544,raw,68.36,71.53,66.31,58.09,72.62,70.66,0.059396,0.058299,0.058848,0.083917,0.058687,0.071302,0.06013,0.12,0.05793,0.058597,-0.4082,2.2671,-0.11304,0.11304,-0.0,0.066994,0.068537,0.358258,0.00017913,0.058848,TURN_LEFT,-1.8,1.8
72,4.608,raw,68.73,62.58,73.35,61.84,71.5,68.47,0.059268,0.12,0.089634,0.083729,0.070697,0.077213,0.057688,0.12,0.05831,0.059356,-0.5212,2.3864,-0.11304,0.11932,6.4e-05,0.068473,0.071604,0.358258,0.00017913,0.089634,TURN_LEFT,-1.8,1.8
73,4.672,raw,68.56,71.31,58.56,64.59,65.86,67.16,0.059326,0.058373,0.058849,0.083598,0.070608,0.077103,0.12,0.12,0.060292,0.059825,-0.6343,2.4994,-0.11304,0.11304,-0.0,0.071604,0.073574,0.358258,0.00017913,0.058849,TURN_LEFT,-1.8,1.8
74,4.736,raw,65.26,68.44,65.91,72.64,63.23,68.14,0.06051,0.059369,0.059939,0.0717,0.071035,0.071368,0.060274,0.057924,0.12,0.059475,-0.7536,2.6125,-0.11932,0.11304,-6.4e-05,0.073638,0.072825,0.358258,0.00017913,0.059939,TURN_LEFT,-1.8,1.8
75,4.8,raw,64.81,64.71,70.98,61.22,64.49,69.91,0.12,0.12,0.12,0.0717,0.083208,0.077454,0.058487,0.12,0.12,0.058856,-0.8666,2.7318,-0.11304,0.11932,6.4e-05,0.072761,0.074442,0.358258,0.00017913,0.12,TURN_LEFT,-1.8,1.8
76,4.864,raw,69.04,65.31,64.44,66.78,63.05,67.52,0.059158,0.060493,0.059825,0.071652,0.083647,0.07765,0.12,0.059959,0.12,0.059696,-0.9797,2.8448,-0.11304,0.11304,0.0,0.074442,0.075591,0.358258,0.00017913,0.059825,TURN_LEFT,-1.8,1.8
77,4.928,raw,67.77,66.16,64.19,67.62,69.21,64.13,0.059605,0.060182,0.059893,0.07172,0.071683,0.071702,0.12,0.059658,0.059099,0.12,-1.099,2.9579,-0.11932,0.11304,-6.4e-05,0.075656,0.074239,0.358258,0.00017913,0.059893,TURN_LEFT,-1.8,1.8
78,4.992,raw,65.48,70.79,67.13,66.42,64.42,70.92,0.060429,0.058551,0.05949,0.07194,0.071719,0.07183,0.059834,0.06009,0.12,0.058507,-1.212,3.0772,-0.11304,0.11932,6.4e-05,0.074175,0.073335,0.358258,0.00017913,0.05949,TURN_LEFT,-1.8,1.8
79,5.056,raw,70.6,65.6,71.69,62.53,66.89,72.15,0.058617,0.060386,0.059502,0.071562,0.071922,0.071742,0.058243,0.12,0.05992,0.058088,-1.3251,3.1902,-0.11304,0.11304,0.0,0.073335,0.072764,0.358258,0.00017913,0.059502,TURN_LEFT,-1.8,1.8
80,5.12,raw,64.23,71.12,60.94,68.95,67.53,63.3,0.12,0.058439,0.08922,0.071562,0.05961,0.065586,0.12,0.059189,0.059691,0.12,-1.4444,3.3033,-0.11932,0.11304,-6.4e-05,0.072828,0.070234,0.358258,0.00017913,0.08922,TURN_LEFT,-1.8,1.8
81,5.184,raw,59.83,69.14,65.22,66.07,68.66,67.25,0.12,0.059124,0.089562,0.08373,0.059336,0.071533,0.060527,0.060214,0.059291,0.05979,-1.5574,3.4226,-0.11304,0.11932,6.4e-05,0.070169,0.070658,0.358258,0.00017913,0.089562,TURN_LEFT,-1.8,1.8
82,5.248,raw,65.78,71.93,67.63,68.68,71.74,70.1,0.060323,0.058165,0.059244,0.083874,0.058933,0.071403,0.059657,0.059283,0.058226,0.05879,-1.6705,3.5356,-0.11304,0.11304,-0.0,0.070658,0.070925,0.358258,0.00017913,0.059244,TURN_LEFT,-1.8,1.8
83,5.312,raw,69.29,70.3,67.83,66.12,61.11,74.53,0.05907,0.058719,0.058894,0.083602,0.058966,0.071284,0.059585,0.060199,0.12,0.057298,-1.7898,3.6487,-0.11932,0.11304,-6.4e-05,0.070989,0.071095,0.358258,0.00017913,0.058894,TURN_LEFT,-1.8,1.8
84,5.376,raw,67.94,69.75,63.87,66.38,63.9,67.27,0.059547,0.058911,0.059229,0.083788,0.058671,0.07123,0.12,0.060105,0.12,0.059783,-1.9028,3.768,-0.11304,0.11932,6.4e-05,0.071031,0.071102,0.358258,0.00017913,0.059229,TURN_LEFT,-1.8,1.8
85,5.44,raw,62.88,70.98,63.76,63.29,64.45,69.21,0.12,0.058485,0.089243,0.083788,0.058681,0.071234,0.12,0.12,0.12,0.059099,-2.0159,3.881,-0.11304,0.11304,0.0,0.071102,0.071149,0.358258,0.00017913,0.089243,TURN_LEFT,-1.8,1.8
86,5.504,raw,63.31,66.83,62.74,66.37,66.38,70.18,0.12,0.059941,0.089971,0.083788,0.058844,0.071316,0.12,0.060107,0.060103,0.058761,-2.1352,3.9941,-0.11932,0.11304,-6.4e-05,0.071214,0.07125,0.358258,0.00017913,0.089971,FORWARD_CURVE_R,2.8,4.0
87,5.568,raw,70.49,69.85,66.67,70.1,68.67,67.23,0.058654,0.058876,0.058765,0.083454,0.058986,0.07122,0.059997,0.05879,0.059286,0.059798,-1.9531,4.2516,0.18212,0.25748,0.004506,0.066744,0.068348,0.358258,0.00017913,0.058765,TURN_RIGHT,1.8,-1.8
