step,time_s,nav_mode,raw_ps0,raw_ps7,raw_ps1,raw_ps6,raw_ps2,raw_ps5,dist_raw_front_R,dist_raw_front_L,dist_raw_front_avg,dist_filtered_front_R,dist_filtered_front_L,dist_filtered_avg,dist_diag_R,dist_diag_L,dist_lat_R,dist_lat_L,encoder_left,encoder_right,delta_left,delta_right,delta_advance,kalman_prediction,kalman_estimate,kalman_gain,kalman_P,decision_distance,action,vel_left,vel_right
16,1.024,kalman,61.21,67.35,66.11,70.84,69.33,69.81,0.12,0.059756,0.089878,0.071345,0.071697,0.071521,0.060202,0.058535,0.059055,0.058889,2.9265,3.0081,0.18212,0.17584,0.003669,0.057021,0.062216,0.358258,0.00017913,0.062216,FORWARD_CURVE_R,2.77,2.8
17,1.088,kalman,62.1,67.01,67.03,67.9,63.98,69.31,0.12,0.059878,0.089939,0.083342,0.071803,0.077572,0.05987,0.059558,0.12,0.059064,3.1023,3.184,0.17584,0.17584,0.003605,0.058611,0.065404,0.358258,0.00017913,0.065404,FORWARD_CURVE_R,2.79,2.8
18,1.152,kalman,67.69,64.66,68.85,66.11,67.94,66.03,0.059635,0.12,0.089818,0.083491,0.084022,0.083756,0.059226,0.060202,0.059547,0.06023,3.2782,3.3661,0.17584,0.18212,0.003669,0.061735,0.069624,0.358258,0.00017913,0.069624,FORWARD_CURVE_R,2.8,2.78
19,1.216,kalman,96.65,82.62,66.65,66.86,65.77,69.96,0.050853,0.05476,0.052806,0.081722,0.082879,0.0823,0.060005,0.059931,0.060324,0.058838,3.4603,3.5419,0.18212,0.17584,0.003669,0.065955,0.071811,0.358258,0.00017913,0.071811,FORWARD_CURVE_R,2.8,2.8
20,1.28,kalman,124.98,114.17,72.49,64.4,62.88,57.99,0.044449,0.046692,0.04557,0.078987,0.068217,0.073602,0.057974,0.12,0.12,0.12,3.6361,3.724,0.17584,0.18212,0.003669,0.068142,0.070098,0.358258,0.00017913,0.070098,FORWARD_CURVE_L,4.0,2.76
21,1.344,kalman,193.42,188.28,63.62,65.9,68.0,66.48,0.03408,0.034688,0.034384,0.061804,0.063204,0.062504,0.12,0.060277,0.059523,0.060067,3.8936,3.8999,0.25748,0.17584,0.004442,0.065656,0.064527,0.358258,0.00017913,0.064527,FORWARD_CURVE_R,2.81,4.0
22,1.408,kalman,420.62,385.09,104.29,66.86,62.48,70.07,0.019208,0.020615,0.019911,0.041645,0.055351,0.048498,0.048949,0.059932,0.12,0.058798,4.0757,4.1511,0.18212,0.2512,0.004442,0.060085,0.055934,0.358258,0.00017913,0.055934,TURN_LEFT,-1.8,1.8
23,1.472,kalman,374.64,271.8,110.38,63.19,72.25,63.79,0.021069,0.026896,0.023982,0.033932,0.03673,0.035331,0.047532,0.12,0.058057,0.12,3.9564,4.2704,-0.11932,0.11932,0.0,0.055934,0.048553,0.358258,0.00017913,0.048553,TURN_LEFT,-1.8,1.8
24,1.536,kalman,395.34,207.82,140.88,71.64,66.47,64.54,0.020188,0.032487,0.026337,0.027799,0.032275,0.030037,0.041515,0.058261,0.060072,0.12,3.8434,4.3834,-0.11304,0.11304,0.0,0.048553,0.041919,0.358258,0.00017913,0.041919,TURN_LEFT,-1.8,1.8
25,1.6,kalman,439.83,71.0,171.98,67.28,70.12,69.85,0.018524,0.058479,0.038502,0.022614,0.034633,0.028623,0.036767,0.05978,0.058784,0.058876,3.7303,4.4965,-0.11304,0.11304,-0.0,0.041919,0.037156,0.358258,0.00017913,0.037156,TURN_LEFT,-1.8,1.8
26,1.664,kalman,454.6,64.19,222.97,64.52,69.05,68.79,0.018031,0.12,0.069015,0.019404,0.051695,0.03555,0.030962,0.12,0.059154,0.059247,3.611,4.6158,-0.11932,0.11932,0.0,0.037156,0.036581,0.358258,0.00017913,0.036581,TURN_LEFT,-1.8,1.8
27,1.728,kalman,428.77,61.03,300.97,68.43,64.08,64.0,0.018912,0.12,0.069456,0.019345,0.071572,0.045459,0.02494,0.05937,0.12,0.12,3.498,4.7288,-0.11304,0.11304,-0.0,0.036581,0.039761,0.358258,0.00017913,0.039761,TURN_LEFT,-1.8,1.8
28,1.792,kalman,373.46,77.66,362.59,72.37,64.71,69.33,0.021121,0.056287,0.038704,0.019355,0.077451,0.048403,0.021617,0.058016,0.12,0.059056,3.3849,4.8419,-0.11304,0.11304,0.0,0.039761,0.042857,0.358258,0.00017913,0.042857,TURN_LEFT,-1.8,1.8
29,1.856,kalman,345.67,71.83,489.75,72.14,68.03,75.06,0.022438,0.058197,0.040318,0.019805,0.082593,0.051199,0.016956,0.058091,0.059513,0.057123,3.2656,4.9612,-0.11932,0.11932,0.0,0.042857,0.045846,0.358258,0.00017913,0.045846,TURN_LEFT,-1.8,1.8
30,1.92,kalman,281.3,67.69,607.07,67.63,68.11,65.85,0.026226,0.059635,0.04293,0.021346,0.082824,0.052085,0.014143,0.059654,0.059486,0.060296,3.1526,5.0742,-0.11304,0.11304,-0.0,0.045846,0.048081,0.358258,0.00017913,0.048081,TURN_LEFT,-1.8,1.8
31,1.984,kalman,228.47,71.62,810.56,65.41,64.98,60.44,0.030444,0.058268,0.044356,0.023828,0.070478,0.047153,0.010982,0.060456,0.12,0.12,3.0395,5.1873,-0.11304,0.11304,0.0,0.048081,0.047748,0.358258,0.00017913,0.047748,TURN_LEFT,-1.8,1.8
32,2.048,kalman,189.33,62.7,927.48,71.23,71.45,70.53,0.034563,0.12,0.077282,0.026958,0.070478,0.048718,0.009733,0.0584,0.058327,0.05864,2.9202,5.3066,-0.11932,0.11932,0.0,0.047748,0.048096,0.358258,0.00017913,0.048096,TURN_LEFT,-1.8,1.8
33,2.112,kalman,67.84,70.9,898.33,67.49,111.49,65.15,0.05958,0.058515,0.059047,0.03465,0.070923,0.052787,0.010017,0.059706,0.047283,0.060552,2.8072,5.4196,-0.11304,0.11304,0.0,0.048096,0.049776,0.358258,0.00017913,0.049776,TURN_LEFT,-1.8,1.8
34,2.176,kalman,66.71,68.11,795.63,70.21,129.93,63.89,0.059986,0.059486,0.059736,0.04216,0.071181,0.05667,0.011165,0.05875,0.043492,0.12,2.6941,5.5327,-0.11304,0.11304,-0.0,0.049776,0.052246,0.358258,0.00017913,0.052246,TURN_LEFT,-1.8,1.8
35,2.24,kalman,63.93,72.8,556.44,71.67,159.04,57.56,0.12,0.057872,0.088936,0.060914,0.070828,0.065871,0.015234,0.058252,0.038604,0.12,2.5748,5.652,-0.11932,0.11932,0.0,0.052246,0.057127,0.358258,0.00017913,0.057127,TURN_LEFT,-1.8,1.8
36,2.304,kalman,68.88,62.98,526.26,71.87,196.56,61.94,0.059212,0.12,0.089606,0.066668,0.083175,0.074921,0.015968,0.058184,0.03372,0.12,2.4618,5.765,-0.11304,0.11304,-0.0,0.057127,0.063502,0.358258,0.00017913,0.063502,TURN_LEFT,-1.8,1.8
37,2.368,kalman,64.86,68.42,355.76,69.73,263.51,62.84,0.12,0.059376,0.089688,0.083756,0.07105,0.077403,0.021941,0.058917,0.027509,0.12,2.3487,5.8781,-0.11304,0.11304,0.0,0.063502,0.068482,0.358258,0.00017913,0.068482,TURN_LEFT,-1.8,1.8
38,2.432,kalman,69.43,67.71,279.07,68.68,292.59,75.59,0.05902,0.059625,0.059323,0.083644,0.071272,0.077458,0.02638,0.059283,0.025472,0.056951,2.2294,5.9974,-0.11932,0.11932,0.0,0.068482,0.071698,0.358258,0.00017913,0.071698,TURN_LEFT,-1.8,1.8
39,2.496,kalman,67.13,67.77,69.09,75.48,333.07,62.99,0.059833,0.059606,0.05972,0.083613,0.071296,0.077455,0.05914,0.056986,0.023091,0.12,2.1164,6.1104,-0.11304,0.11304,-0.0,0.071698,0.07376,0.358258,0.00017913,0.07376,TURN_LEFT,-1.8,1.8
40,2.56,kalman,60.62,61.12,66.95,69.95,352.59,76.04,0.12,0.12,0.12,0.083613,0.083722,0.083667,0.059899,0.058841,0.022095,0.056805,2.0033,6.2235,-0.11304,0.11304,0.0,0.07376,0.077309,0.358258,0.00017913,0.077309,FORWARD_CURVE_R,2.78,2.8
41,2.624,kalman,64.77,66.51,65.54,69.99,372.69,64.48,0.12,0.060056,0.090028,0.095771,0.071733,0.083752,0.060408,0.058826,0.021156,0.12,2.1792,6.4056,0.17584,0.18212,0.003669,0.07364,0.077263,0.358258,0.00017913,0.077263,FORWARD_CURVE_R,2.78,2.81
42,2.688,kalman,70.29,68.58,68.81,67.06,358.8,69.74,0.058723,0.059319,0.059021,0.083515,0.071721,0.077618,0.059239,0.05986,0.021796,0.058915,2.355,6.5877,0.17584,0.18212,0.003669,0.073594,0.075036,0.358258,0.00017913,0.075036,FORWARD_CURVE_R,2.8,2.78
43,2.752,kalman,65.15,70.82,66.65,70.27,318.66,69.94,0.060551,0.058541,0.059546,0.083821,0.071504,0.077663,0.060005,0.05873,0.023886,0.058844,2.5371,6.7636,0.18212,0.17584,0.003669,0.071366,0.073622,0.358258,0.00017913,0.073622,FORWARD_CURVE_R,2.77,2.8
44,2.816,kalman,68.35,67.05,68.66,70.22,263.29,56.09,0.059402,0.059862,0.059632,0.083735,0.071555,0.077645,0.05929,0.058749,0.027526,0.12,2.713,6.9394,0.17584,0.17584,0.003605,0.070017,0.07275,0.358258,0.00017913,0.07275,FORWARD_CURVE_R,2.77,2.79
45,2.88,kalman,68.63,66.73,66.8,71.66,243.42,66.71,0.0593,0.059976,0.059638,0.071595,0.059551,0.065573,0.059951,0.058256,0.029119,0.059985,2.8888,7.1215,0.17584,0.18212,0.003669,0.069081,0.067824,0.358258,0.00017913,0.067824,FORWARD_CURVE_R,2.77,2.8
46,2.944,kalman,65.14,64.69,68.09,63.7,215.94,66.59,0.060556,0.12,0.090278,0.059706,0.071539,0.065623,0.059492,0.12,0.031652,0.060027,3.0646,7.2974,0.17584,0.17584,0.003605,0.06422,0.064722,0.358258,0.00017913,0.064722,FORWARD_CURVE_L,4.0,2.79
47,3.008,kalman,62.49,66.95,67.82,70.82,197.01,63.9,0.12,0.059899,0.08995,0.071962,0.071655,0.071809,0.059587,0.058542,0.033669,0.12,3.3221,7.4795,0.25748,0.18212,0.004506,0.060216,0.064369,0.358258,0.00017913,0.064369,FORWARD_CURVE_R,2.77,2.79
48,3.072,kalman,65.99,70.22,60.02,72.85,184.59,68.81,0.060243,0.058746,0.059495,0.0719,0.071697,0.071798,0.12,0.057854,0.035138,0.059238,3.498,7.6553,0.17584,0.17584,0.003605,0.060765,0.064718,0.358258,0.00017913,0.064718,FORWARD_CURVE_R,2.76,4.0
49,3.136,kalman,67.61,66.01,68.89,67.94,220.9,64.03,0.059662,0.060239,0.059951,0.071952,0.071772,0.071862,0.059212,0.059546,0.031163,0.12,3.6738,7.9128,0.17584,0.25748,0.004442,0.060276,0.064427,0.358258,0.00017913,0.064427,FORWARD_CURVE_R,2.79,2.78
50,3.2,kalman,71.37,65.08,70.46,73.2,230.39,69.04,0.058352,0.060577,0.059465,0.071763,0.071892,0.071827,0.058664,0.057738,0.030267,0.059157,3.8559,8.0886,0.18212,0.17584,0.003669,0.060758,0.064724,0.358258,0.00017913,0.064724,FORWARD_CURVE_R,2.75,2.77
51,3.264,kalman,61.15,63.08,70.03,71.14,261.16,71.64,0.12,0.12,0.12,0.083651,0.071892,0.077772,0.058813,0.058432,0.027688,0.058261,4.0318,8.2645,0.17584,0.17584,0.003605,0.061119,0.067085,0.358258,0.00017913,0.067085,FORWARD_CURVE_R,2.77,2.78
52,3.328,kalman,70.21,67.11,69.22,75.25,325.93,70.66,0.058752,0.059841,0.059297,0.071402,0.071881,0.071641,0.059094,0.057063,0.023478,0.058597,4.2076,8.4466,0.17584,0.18212,0.003669,0.063416,0.066363,0.358258,0.00017913,0.066363,FORWARD_CURVE_R,2.74,2.78
53,3.392,kalman,69.14,71.52,67.94,64.43,294.31,68.12,0.059124,0.058304,0.058714,0.071178,0.071792,0.071485,0.059545,0.12,0.025361,0.059482,4.3834,8.6224,0.17584,0.17584,0.003605,0.062758,0.065885,0.358258,0.00017913,0.065885,FORWARD_CURVE_L,4.0,2.79
54,3.456,kalman,60.9,67.04,62.42,67.88,113.21,63.22,0.12,0.059867,0.089934,0.083246,0.071718,0.077482,0.12,0.059567,0.046903,0.12,4.6409,8.7983,0.25748,0.17584,0.004442,0.061443,0.067189,0.358258,0.00017913,0.067189,FORWARD_CURVE_R,2.79,4.0
55,3.52,kalman,72.45,62.88,63.65,71.31,69.88,67.11,0.057987,0.12,0.088993,0.083173,0.083602,0.083388,0.12,0.058373,0.058863,0.05984,4.8168,9.0558,0.17584,0.25748,0.004442,0.062747,0.070142,0.358258,0.00017913,0.070142,FORWARD_CURVE_R,2.77,4.0
56,3.584,kalman,68.74,65.57,70.76,67.71,63.95,66.32,0.059264,0.060396,0.05983,0.071025,0.071682,0.071354,0.058562,0.059626,0.12,0.060124,4.9926,9.3132,0.17584,0.25748,0.004442,0.0657,0.067726,0.358258,0.00017913,0.067726,FORWARD_CURVE_R,2.79,2.77
57,3.648,kalman,60.29,66.63,65.24,65.73,66.92,66.32,0.12,0.060013,0.090006,0.083275,0.071716,0.077496,0.060517,0.060338,0.059907,0.060126,5.1747,9.4891,0.18212,0.17584,0.003669,0.064057,0.068871,0.358258,0.00017913,0.068871,FORWARD_CURVE_R,2.81,2.81
58,3.712,kalman,75.43,71.96,70.95,70.56,62.29,72.42,0.057003,0.058153,0.057578,0.082851,0.071686,0.077268,0.058497,0.058629,0.12,0.057998,5.3506,9.6712,0.17584,0.18212,0.003669,0.065202,0.069525,0.358258,0.00017913,0.069525,FORWARD_CURVE_R,2.77,2.77
59,3.776,kalman,60.27,71.34,64.94,66.02,68.2,65.99,0.12,0.058365,0.089182,0.082851,0.071385,0.077118,0.12,0.060235,0.059451,0.060245,5.5264,9.847,0.17584,0.17584,0.003605,0.06592,0.069932,0.358258,0.00017913,0.069932,FORWARD_CURVE_R,2.8,4.0
60,3.84,kalman,61.89,74.62,66.83,66.42,66.74,67.77,0.12,0.057268,0.088634,0.095254,0.058839,0.077046,0.059941,0.060087,0.059974,0.059604,5.7085,10.1045,0.18212,0.25748,0.004506,0.065426,0.069589,0.358258,0.00017913,0.069589,FORWARD_CURVE_R,2.8,2.8
61,3.904,kalman,70.77,72.24,61.35,73.21,66.75,72.27,0.05856,0.05806,0.05831,0.095113,0.058372,0.076742,0.12,0.057732,0.059969,0.058048,5.8906,10.2804,0.18212,0.17584,0.003669,0.06592,0.069797,0.358258,0.00017913,0.069797,FORWARD_CURVE_R,2.75,4.0
62,3.968,kalman,60.78,69.71,61.83,65.12,73.23,62.37,0.12,0.058924,0.089462,0.095113,0.058154,0.076633,0.12,0.060563,0.057728,0.12,6.0665,10.5378,0.17584,0.25748,0.004442,0.065356,0.069396,0.358258,0.00017913,0.069396,FORWARD_CURVE_R,2.81,4.0
63,4.032,kalman,67.38,60.85,65.4,60.77,67.36,65.39,0.059744,0.12,0.089872,0.095661,0.070523,0.083092,0.060461,0.12,0.059752,0.060462,6.2423,10.7953,0.17584,0.25748,0.004442,0.064954,0.071452,0.358258,0.00017913,0.071452,FORWARD_CURVE_L,4.0,2.81
64,4.096,kalman,66.7,114.1,69.03,69.37,70.15,68.22,0.059987,0.046707,0.053347,0.083658,0.068192,0.075925,0.059162,0.059043,0.058773,0.059447,6.4998,10.9712,0.25748,0.17584,0.004442,0.067011,0.070204,0.358258,0.00017913,0.070204,FORWARD_CURVE_R,2.78,2.78
65,4.16,kalman,67.84,144.25,71.77,113.98,66.08,69.2,0.059581,0.040942,0.050261,0.071574,0.064926,0.06825,0.058217,0.046734,0.060212,0.059102,6.6756,11.1533,0.17584,0.18212,0.003669,0.066535,0.06715,0.358258,0.00017913,0.06715,FORWARD_CURVE_R,2.53,2.76
66,4.224,kalman,70.51,255.74,68.97,136.11,71.64,63.6,0.058648,0.028111,0.043379,0.071592,0.058937,0.065264,0.059182,0.042354,0.058261,0.12,6.8389,11.3291,0.16328,0.17584,0.003476,0.063674,0.064244,0.358258,0.00017913,0.064244,FORWARD_CURVE_R,2.45,2.78
67,4.288,kalman,66.09,355.97,65.96,207.84,69.95,64.24,0.06021,0.021931,0.04107,0.059634,0.051538,0.055586,0.060255,0.032484,0.058842,0.12,6.9959,11.505,0.157,0.17584,0.003412,0.060832,0.058953,0.358258,0.00017913,0.058953,TURN_RIGHT,1.8,-1.8
68,4.352,kalman,66.72,356.59,70.44,274.77,71.96,67.96,0.059979,0.021901,0.04094,0.059681,0.031918,0.0458,0.058672,0.026683,0.058154,0.059539,7.109,11.3919,0.11304,-0.11304,0.0,0.058953,0.05424,0.358258,0.00017913,0.05424,TURN_RIGHT,1.8,-1.8
69,4.416,kalman,63.35,339.28,67.99,340.06,62.42,65.79,0.12,0.022765,0.071382,0.071684,0.02713,0.049407,0.059526,0.022724,0.12,0.060318,7.2283,11.2726,0.11932,-0.11932,0.0,0.05424,0.052509,0.358258,0.00017913,0.052509,TURN_RIGHT,1.8,-1.8
70,4.48,kalman,60.36,290.88,68.28,362.43,65.43,70.68,0.12,0.025584,0.072792,0.083768,0.024058,0.053913,0.059426,0.021625,0.060447,0.05859,7.3413,11.1596,0.11304,-0.11304,0.0,0.052509,0.053012,0.358258,0.00017913,0.053012,TURN_RIGHT,1.8,-1.8
71,4.544,kalman,68.36,236.18,66.31,452.02,72.62,70.66,0.059396,0.029746,0.044571,0.083917,0.024385,0.054151,0.06013,0.018115,0.05793,0.058597,7.4544,11.0465,0.11304,-0.11304,-0.0,0.053012,0.05342,0.358258,0.00017913,0.05342,TURN_RIGHT,1.8,-1.8
72,4.608,kalman,68.73,185.16,73.35,538.45,71.5,68.47,0.059268,0.035068,0.047168,0.083729,0.027013,0.055371,0.057688,0.015663,0.05831,0.059356,7.5737,10.9272,0.11932,-0.11932,0.0,0.05342,0.054119,0.358258,0.00017913,0.054119,TURN_RIGHT,1.8,-1.8
73,4.672,kalman,68.56,165.12,58.56,525.1,65.86,67.16,0.059326,0.037719,0.048522,0.083598,0.030176,0.056887,0.12,0.015997,0.060292,0.059825,7.6867,10.8142,0.11304,-0.11304,0.0,0.054119,0.055111,0.358258,0.00017913,0.055111,TURN_RIGHT,1.8,-1.8
74,4.736,kalman,65.26,68.44,65.91,558.27,63.23,105.23,0.06051,0.059369,0.059939,0.0717,0.037497,0.054598,0.060274,0.015191,0.12,0.048725,7.7998,10.7011,0.11304,-0.11304,0.0,0.055111,0.054927,0.358258,0.00017913,0.054927,TURN_RIGHT,1.8,-1.8
75,4.8,kalman,64.81,64.71,70.98,447.47,64.49,123.56,0.12,0.12,0.12,0.0717,0.05638,0.06404,0.058487,0.018266,0.12,0.044731,7.9191,10.5818,0.11932,-0.11932,0.0,0.054927,0.058192,0.358258,0.00017913,0.058192,TURN_RIGHT,1.8,-1.8
76,4.864,kalman,69.04,65.31,64.44,430.03,63.05,149.1,0.059158,0.060493,0.059825,0.071652,0.06253,0.067091,0.12,0.018867,0.12,0.040145,8.0321,10.4688,0.11304,-0.11304,0.0,0.058192,0.06138,0.358258,0.00017913,0.06138,FORWARD_CURVE_R,1.98,4.0
77,4.928,kalman,67.77,66.16,64.19,1021.97,69.21,148.08,0.059605,0.060182,0.059893,0.07172,0.067552,0.069636,0.12,0.008913,0.059099,0.040309,8.1577,10.7262,0.1256,0.25748,0.003927,0.057453,0.061818,0.358258,0.00017913,0.061818,FORWARD_CURVE_R,1.78,4.0
78,4.992,kalman,65.48,70.79,67.13,824.96,64.42,123.23,0.060429,0.058551,0.05949,0.07194,0.071719,0.07183,0.059834,0.010811,0.12,0.044797,8.2708,10.9774,0.11304,0.2512,0.003733,0.058085,0.063009,0.358258,0.00017913,0.063009,FORWARD_CURVE_R,1.82,2.8
79,5.056,kalman,70.6,65.6,71.69,881.8,66.89,114.2,0.058617,0.060386,0.059502,0.071562,0.071922,0.071742,0.058243,0.010185,0.05992,0.046685,8.3901,11.1596,0.11932,0.18212,0.00309,0.059919,0.064155,0.358258,0.00017913,0.064155,FORWARD_CURVE_R,1.8,2.76
80,5.12,kalman,64.23,71.12,60.94,934.59,67.53,88.37,0.12,0.058439,0.08922,0.071562,0.05961,0.065586,0.12,0.009666,0.059691,0.053087,8.5031,11.3354,0.11304,0.17584,0.002961,0.061194,0.062767,0.358258,0.00017913,0.062767,FORWARD_CURVE_R,1.79,4.0
81,5.184,kalman,59.83,69.14,65.22,921.6,68.66,67.25,0.12,0.059124,0.089562,0.08373,0.059336,0.071533,0.060527,0.009789,0.059291,0.05979,8.6162,11.5929,0.11304,0.25748,0.003798,0.058969,0.063471,0.358258,0.00017913,0.063471,FORWARD_CURVE_R,1.8,2.81
82,5.248,kalman,65.78,71.93,67.63,868.56,71.74,70.1,0.060323,0.058165,0.059244,0.083874,0.058933,0.071403,0.059657,0.010325,0.058226,0.05879,8.7355,11.7687,0.11932,0.17584,0.003025,0.060445,0.064371,0.358258,0.00017913,0.064371,FORWARD_CURVE_R,1.81,2.79
83,5.312,kalman,69.29,70.3,67.83,732.89,61.11,74.53,0.05907,0.058719,0.058894,0.083602,0.058966,0.071284,0.059585,0.012006,0.12,0.057298,8.8485,11.9508,0.11304,0.18212,0.003025,0.061346,0.064906,0.358258,0.00017913,0.064906,FORWARD_CURVE_R,1.84,2.79
84,5.376,kalman,67.94,69.75,63.87,629.31,63.9,67.27,0.059547,0.058911,0.059229,0.083788,0.058671,0.07123,0.12,0.013712,0.12,0.059783,8.9678,12.1267,0.11932,0.17584,0.003025,0.061881,0.06523,0.358258,0.00017913,0.06523,FORWARD_CURVE_R,1.87,4.0
85,5.44,kalman,62.88,70.98,63.76,531.31,64.45,69.21,0.12,0.058485,0.089243,0.083788,0.058681,0.071234,0.12,0.01584,0.12,0.059099,9.0872,12.3842,0.11932,0.25748,0.003862,0.061368,0.064903,0.358258,0.00017913,0.064903,FORWARD_CURVE_R,1.92,4.0
86,5.504,kalman,63.31,66.83,62.74,490.39,66.38,70.18,0.12,0.059941,0.089971,0.083788,0.058844,0.071316,0.12,0.016938,0.060103,0.058761,9.2065,12.6416,0.11932,0.25748,0.003862,0.06104,0.064722,0.358258,0.00017913,0.064722,FORWARD_CURVE_R,1.94,4.0
87,5.568,kalman,70.49,69.85,66.67,407.63,68.67,67.23,0.058654,0.058876,0.058765,0.083454,0.058986,0.07122,0.059997,0.019699,0.059286,0.059798,9.3321,12.8928,0.1256,0.2512,0.003862,0.060859,0.064571,0.358258,0.00017913,0.064571,FORWARD_CURVE_R,1.99,2.8
